artist,title,sales_price,sold_dummy,low_estimate,high_estimate,signiture,height,width,created,medium,auction_lot,auction_date,auction_location
KAWS,UNTITLED,144110,1,25620,38430,Signed and Dated,41,40.5,2000,Acrylic / Canvas,505,2019/4/1,0
Madsaki,DORA MAAR AU CHAT 2,256200,1,12810,25620,Signed and Dated,128,95.8,2017,Acrylic and aerosol / Canvas,506,2019/4/1,0
Banksy,KEEP IT REAL,416330,1,128100,192150,NA,25.5,20.2,2001,Acrylic and spray paint stencil / Canvas,509,2019/4/1,0
Banksy,AVON AND SOMERSET CONSTABULARY,384300,1,89670,179340,NA,76.3,76.5,2001,Acrylic and spray paint stencil / Canvas,510,2019/4/1,0
Stik,LITTLE FRIEND,56040,1,28180,40990,NA,250,280,2013,Colour spray paint on the shutter / Canvas,513,2019/4/1,0
Austin Lee,FACEPALM,44840,1,15370,28180,NA,213.5,162.6,2014,Acrylic and flashe / Canvas,514,2019/4/1,0
KAWS,UNTITLED,256200,1,192150,320250,Signed and Dated,152.4,152.4,2013,Acrylic / Canvas,518,2019/4/1,0
Takashi Murakami,UNTITLED,288230,1,230580,486780,Signed and Dated,180,180,2017,Gold leaf on canvas mounted on wood panel,519,2019/4/1,0
Guangyi Wang,GREAT CRITICISM: COCA-COLA,112090,1,57650,83270,Signed and Dated,150,120,2004,Oil / Canvas,520,2019/4/1,0
Yu Youhan,MAO,128100,1,102480,128100,Signed and Dated,130,100,2007,Acrylic / Canvas,521,2019/4/1,0
Andy Warhol,FLOWERS,NA,0,153720,281820,Stamped,12.7,12.7,1965,Acrylic and silkscreen ink / Canvas,524,2019/4/1,0
Yayoi Kusama,PUMPKIN,448350,1,76860,102480,Signed and Dated,27.3,22,2003,Acrylic / Canvas,525,2019/4/1,0
Liu Ye,ROMANCE,1206060,1,742980,999180,Signed and Dated,150,150,2001,Acrylic / Canvas,527,2019/4/1,0
Oscar Murillo,MATT PAINTING (YOGA),NA,0,121700,192150,Signed and Dated,265,215,2013,Oilstickoil paint and dirt / Canvas,528,2019/4/1,0
Yayoi Kusama,WIND SWEEPING ACROSS THE LAKE SURFACE,38430,1,19220,32030,Signed and Dated,27.2,24.2,1979,Enamel / Paperboard,532,2019/4/1,0
Sam Lewis Francis,UNTITLED,176140,1,25620,38430,Signed and Dated,75,54,1991,Acrylic / Paper,533,2019/4/1,0
Sam Lewis Francis,UNDER THE MOUNTAIN,76860,1,20500,30740,Signed and Dated,97,65,1990,Acrylic / Paper,534,2019/4/1,0
Sam Lewis Francis,UNTITLED,480380,1,192150,307440,NA,305.5,213.5,1989,Acrylic / Canvas,536,2019/4/1,0
Sam Lewis Francis,UNTITLED,352280,1,256200,384300,NA,179.7,349.8,1974,Acrylic / Canvas,537,2019/4/1,0
Kazuo Shiraga,UNTITLED,51240,1,15370,28180,Signed,15,10,c. 1980s,Oil / Canvas,538,2019/4/1,0
Kazuo Shiraga,HARITI (BUDDHIST DEITY),192150,1,76860,102480,Signed,73,90.5,c. 1990s,Oil / Canvas,539,2019/4/1,0
Hisao Domoto,UNTITLED,32030,1,32030,44840,Signed and Dated,50,150,1958,Oil / Canvas,541,2019/4/1,0
Takeo Yamaguchi,TATAMI - STACK,104080,1,76860,102480,Signed and Dated,91.3,90.8,1975,Oil / Board,543,2019/4/1,0
Hyong Keun Yun,UNTITLED,76860,1,38430,64050,Signed and Dated,33,53,1971,Oil / Canvas,546,2019/4/1,0
Ufan Lee,FROM POINT NO. 780125,208160,1,102480,192150,Signed and Dated,60.6,72.7,1978,Oil and mineral pigment / Canvas,547,2019/4/1,0
Jiro Takamatsu,SHADOW,256200,1,102480,153720,Signed and Dated,70.8,60,1968,Oil on panel,549,2019/4/1,0
Xingwei Wang,UNTITLED (SMALL BEGGING),96080,1,102480,153720,Signed and Dated,135.3,163.1,2007-2008,Oil / Canvas,561,2019/4/1,0
Weigang Gao,MISAPPREHEND,8810,1,3843,6410,NA,88,78,2008-2012,Oil / Canvas,562,2019/4/1,0
Zhen Xu,UNDER HEAVEN-3228IN0144,NA,0,64050,89670,Signed and Dated,95,140,2014,Oil on canvas mounted on aluminium board,563,2019/4/1,0
Cheng Ran & Cyril Duval,JOSS,8010,1,3843,6410,Signed with Certificate,NA,NA,2013,single channel video with sound and USB,565,2019/4/1,0
Jie Cui,GROUND INVADING FIGURE #35,30420,1,15370,28180,NA,100,150,2015,Oil / Canvas,566,2019/4/1,0
Ji Kai Li,TIME WALK AT NIGHT,5120,1,3843,6410,Signed and Dated,80,60,2010,Acrylic / Canvas,567,2019/4/1,0
Yuanyuan Song,FEI TIAN,800,1,5120,7690,Signed and Dated,120,80,2013,Oil / Canvas,568,2019/4/1,0
Nanxing Xie,POSTCARD TREE,128100,1,102480,153720,Signed and Dated,220,150,2015,Oil / Canvas,569,2019/4/1,0
Nanxing Xie,NUDE DESCENDING A STAIRCASE,NA,0,76860,102480,Signed and Dated,120,100,2011,Oil / Canvas,570,2019/4/1,0
Wilson Ka-Ho Shieh,CHOW YUN FAT'S FITTING ROOM,6730,1,5120,7690,Signed and Dated,68.5,68.5,2009,Ink and collage / Paper,571,2019/4/1,0
Chun Fai Chow,CENTRAL (DIPTYCH),NA,0,5120,10250,Signed,NA,NA,NA,Oil / Canvas,572,2019/4/1,0
Masaru Shichinohe,MOONLIGHT SNIPER,25620,1,10250,19220,Signed and Dated,32,32,2006,Acrylic / Board,573,2019/4/1,0
Chunya Zhou,"GREEN DOG, PARROT AND LOVERS",NA,0,38430,64050,Signed and Dated,72.5,60.5,1998,Oil / Canvas,576,2019/4/1,0
Chunya Zhou,LITTLE PATH TO DRAGON SPRING MOUNTAIN,1252180,1,384300,640500,Signed and Dated,200,250,2006,Oil / Canvas,577,2019/4/1,0
Kim Whanki,L’ENDROIT OÙ J'HABITAIS - THE PLACE WHERE I LIVED,791020,1,384300,640500,Signed and Dated,59,92,1956,Oil / Canvas,578,2019/4/1,0
Xiaodong Liu,CHAOTIC MESS 2,72060,1,15370,28180,Signed and Dated,33,38,2011,Oil / Canvas,579,2019/4/1,0
Fanzhi Zeng,ARMANI,160130,1,89670,115290,Signed and Dated,80,80,2006,Oil / Canvas,580,2019/4/1,0
Mao Yan,MAGAZINE GIRL,51240,1,23060,35870,Signed and Dated,36,27,2008,Oil / Canvas,582,2019/4/1,0
Izumi Kato,UNTITLED,136110,1,38430,51240,Signed and Dated,194,130,2009,Oil / Canvas,583,2019/4/1,0
Izumi Kato,RETICENCE,64050,1,32030,44840,Signed and Dated,162,130.5,2000-2001,Oil / Canvas,584,2019/4/1,0
Xiaogang Zhang,GREEN WALL - DINING ROOM,128100,1,102480,192150,Signed and Dated,150,200,2009,"Stainless steel plate, oil paint and silver marker",587,2019/4/1,0
Enli Zhang,DRIED UP FRUIT NO. 9,38430,1,23060,32030,Signed and Dated,47.3,47.3,2013,Oil / Canvas,588,2019/4/1,0
Yayoi Kusama,INFINITY DOTS (THE RETURN TO ETERNITY),352280,1,153720,281820,Signed and Dated,31.8,41,1988,Acrylic / Canvas,590,2019/4/1,0
Yayoi Kusama,LAKE,27220,1,19220,32030,Signed and Dated,27.3,24.3,1980,Enamel / Paperboard,594,2019/4/1,0
Yayoi Kusama,INFINITY NETS,160130,1,102480,153720,Signed and Dated,31.8,41,1989,Acrylic / Canvas,595,2019/4/1,0
Yoshitomo Nara,DOG,288230,1,51240,76860,Signed and Dated,39,39,1991,Acrylic / Canvas,597,2019/4/1,0
Yoshitomo Nara,CLEAR FOR LANDING,560440,1,256200,384300,NA,51.3,36,2001,Acrylic / Paper,599,2019/4/1,0
Yoshitomo Nara,FROM THE CRADLE TO A LIFE OF CRIME,512400,1,281820,409920,Signed and Dated,53,65.2,1995,Oil / Canvas,601,2019/4/1,0
Myoung Young Choi,CONDITIONAL PLANE SURFACE 8021,12810,1,12810,25620,Signed and Dated,70.2,115,1979,Oil / Canvas,602,2019/4/1,0
Seung Keun Moon,UNTITLED,22420,1,10250,15370,Signed and Dated,91,116.7,1979,Acrylic / Canvas,603,2019/4/1,0
Ufan Lee,UNTITLED,48040,1,38430,64050,Signed and Dated,38,45.5,1993,Oil and mineral pigment on canvas laid on panel,605,2019/4/1,0
Toshinobu Onosato,UNTITLED,NA,0,38430,64050,Signed and Dated,72.8,90,1961,Oil / Canvas,606,2019/4/1,0
Tadaaki Kuwayama,LEND,17610,1,10250,15370,Signed and Dated,121.5,114,1989,Oil on Japanese paper laid on panel,608,2019/4/1,0
Sadamasa Motonaga,NINE SHAPES FROM ELLIPSES,41630,1,5760,7050,Signed and Dated,37.9,45.5,1986,Acrylic / Canvas,609,2019/4/1,0
Kumi Sugai,BIRD,NA,0,10250,19220,Signed and Dated,19.5,82,1955,Oil / Canvas,610,2019/4/1,0
Walasse Ting,"KISS ME, KISS ME",25620,1,15370,33310,Signed and Dated,56.6,75.8,1974,Acrylic / Paper,721,2019/4/1,0
Walasse Ting,"A KISS, A KISS",32030,1,25620,38430,Signed and Dated,56,76,1973,Acrylic and oil pastel / Paper,722,2019/4/1,0
Wou-Ki Zao,23.05.50,714160,1,512400,768600,Signed and Dated,33.5,46,1950,Oil / Canvas,726,2019/4/1,0
Andre Brasilier,CAVALIERS DEVANT LES VAGUES,176140,1,102480,192150,Signed and Dated,130,162,2014,Oil / Canvas,728,2019/4/1,0
Tomos,STROLLING,28820,1,8970,19220,Signed and Dated,40.5,52.5,1989,Oil / Canvas,729,2019/4/1,0
Li Yuan-Chia,SENZA TITOLO,67250,1,15370,30740,Inscribed and Signed,19,84,1960's,Oil / Canvas on board,736,2019/4/1,0
Kan Ho,UNTITLED 74,64050,1,25620,51240,Signed and Dated,80,70,1974,Oil / Canvas,737,2019/4/1,0
Kan Ho,SENZA TITOLO,24020,1,8970,19220,Signed and Dated,70,60,1971,Oil / Canvas,738,2019/4/1,0
Kan Ho,SENZA TITOLO,44840,1,8970,19220,Signed and Dated,100,80,1968,Oil / Canvas,739,2019/4/1,0
Orazio Bacci,DMS 458,5120,1,1281,3843,Signed and Dated,60,50,1967,Acrylic / Canvas,743,2019/4/1,0
Chin Hsiao,DUE SOLI NO.2,38430,1,12810,38430,Signed and Dated,90,70,1964,Acrylic / Canvas,745,2019/4/1,0
Pia Pizzo,SENZA TITOLO,320,1,640,1281,Signed and Dated,11.6,11.5,1965,Oil / Paper,751,2019/4/1,0
Klaus Jurgen Fischer,UNTITLED,1441,1,1024,2049,Signed and Dated,80,60,1970,Oil / Board,752,2019/4/1,0
Po Yong Huang,UNTITLED,1281,1,1024,2049,Signed and Dated,50,75,1963,Oil / Canvas,753,2019/4/1,0
Chung Ray Fong,9 OF 99,19220,1,15370,20500,Signed and Titled,118,81,1999,Acrylic / Canvas,763,2019/4/1,0
Chihung Yang,EVOLUTION,NA,0,19220,32030,Signed and Dated,167,167,1985,Acrylic / Canvas,764,2019/4/1,0
David Diao,OPEN: SURRENDER + MOURN,28820,1,19220,38430,Signed and Dated,61,132.5,2010,Acrylic / Canvas,766,2019/4/1,0
Georges Mathieu,CHANSON DISPERSÉE,192150,1,76860,153720,Signed and Dated,116,89,1987,Oil / Canvas,773,2019/4/1,0
Che Chuang,UNTITLED,176140,1,64050,153720,Signed and Dated,152.5,304.2,1983,Oil / Canvas,774,2019/4/1,0
Chihung Yang,TINDER,152120,1,64050,128100,Signed and Dated,194,130.5,2012,Acrylic / Canvas,775,2019/4/1,0
Wou-Ki Zao,04.06.75,606550,1,307440,448350,Signed and Dated,55,55,1975,Oil / Canvas,776,2019/4/1,0
Teh-Chun Chu,TURQUOISE,NA,0,333060,486780,Signed and Dated,81,100,1989,Oil / Canvas,777,2019/4/1,0
Teh-Chun Chu,PRÈS DE L’ÉTANG,400310,1,153720,230580,Signed and Dated,81,65,1988,Oil / Canvas,778,2019/4/1,0
Walasse Ting,ALL MY LIFE IS A SPRING,56040,1,48680,74300,Signed and Dated,113.6,148.8,1971,Acrylic / Canvas,779,2019/4/1,0
Guofu Liu,PERVASION I,104080,1,44840,89670,Signed and Dated,130,180,2013,Oil / Canvas,780,2019/4/1,0
Jorg Immendorff,EWIGES ANDENKEN,35230,1,11530,23060,NA,80,85,1983,Oil / Canvas,782,2019/4/1,0
Yifei Chen,PORTRAIT OF MASTER FIELD,35230,1,6410,12810,Signed,46.3,46.3,c. 1983,Oil / Canvas,786,2019/4/1,0
Yifei Chen,PORTRAIT OF MRS. KATHLEEN FIELD,96080,1,102480,153720,Signed,123,123,1983,Oil / Canvas,787,2019/4/1,0
Ko Chu,AFFECTION,12010,1,8970,19220,Inscribed and Signed,107.3,77.8,NA,Ink and acrylic / Paper,796,2019/4/1,0
Chloe Ho,FLEUR,38430,1,12810,25620,Artist's Seal,179.5,66,2014,Ink and acrylic / Paper,801,2019/4/1,0
Duoling He,ROSE SERIES,32030,1,25620,51240,Signed,80,60,2011,Oil / Canvas,804,2019/4/1,0
Jieyin Wang,FLOWER ATLAS NO. 249,51240,1,12810,25620,Signed and Dated,80,80,2005,Oil / Canvas,808,2019/4/1,0
Walasse Ting,LADIES WITH FANS,12810,1,6410,12810,NA,53.9,96.2,NA,Acrylic / Paper,819,2019/4/1,0
Walasse Ting,CAT,4163,1,2562,5120,Artist's Seal,45,61.5,NA,Acrylic / Paper,820,2019/4/1,0
Hon Hee,WAIKIKI HOLIDAY,19220,1,3843,10250,Signed and Dated,198.5,172,1966,Oil / Masonite,822,2019/4/1,0
KAWS,KIMPSONS SERIES,240190,1,38430,64050,Signed and Dated,20.3,20.3,2005,Acrylic / Canvas,2,2019/4/1,0
BAPE & Stash,SPRAY PAINT CANS (SET OF FIVE),3843,1,384,640,Stamped,NA,NA,NA,Metal and plastic,3,2019/4/1,0
KAWS,KIMPSONS SERIES,320250,1,38430,64050,Signed and Dated,20.3,20.3,2005,Acrylic / Canvas,4,2019/4/1,0
KAWS,KIMPSONS SERIES (FIVE WORKS),480380,1,128100,256200,Signed and Dated,NA,NA,2005,Acrylic / Canvas,5,2019/4/1,0
BAPE & KAWS,BAPESTA FS-029 KAWS CHOMPERS (I. YELLOW / GREEN ; II. GREEN / BLACK),16010,1,128,192,NA,NA,NA,2006,Rubber and leather,6,2019/4/1,0
KAWS,KIMPSONS SERIES (TWO WORKS),384300,1,64050,89670,Signed and Dated,NA,NA,2005,Acrylic / Canvas,7,2019/4/1,0
KAWS,THE KAWS ALBUM,14855240,1,768600,1024800,Signed and Dated,101.6,101.6,2005,Acrylic / Canvas,8,2019/4/1,0
KAWS,UNTITLED (ASTRO BOY),384300,1,76860,102480,Signed and Dated,47,32,2003,Hand painted FRP,10,2019/4/1,0
BAPE,BAPESTA FS-029 CHOMPERS (BLACK),13610,1,64,102,NA,NA,NA,NA,Rubber and leather,11,2019/4/1,0
KAWS,KIMPSONS SERIES (FIVE WORKS),448350,1,128100,256200,Signed and Dated,NA,NA,2005,Acrylic / Canvas,12,2019/4/1,0
Futura 2000,UNTITLED,46440,1,10250,15370,NA,217,96,NA,Markerink and spray paint / Board,13,2019/4/1,0
KAWS,KIMPSONS SERIES,760270,1,384300,640500,Signed and Dated,101.6,101.6,2003,Acrylic / Canvas,14,2019/4/1,0
KAWS,KIMPSONS SERIES (FIVE WORKS),416330,1,128100,256200,Signed and Dated,NA,NA,2005,Acrylic / Canvas,15,2019/4/1,0
KAWS,UNTITLED (ASTRO BOY),304240,1,76860,102480,Signed and Dated,47,32,2003,Hand painted FRP,17,2019/4/1,0
KAWS,KIMPSONS SERIES (FIVE WORKS),448350,1,128100,256200,Signed and Dated,NA,NA,2005,Acrylic / Canvas,18,2019/4/1,0
KAWS,UNTITLED (KIMPSONS),2712520,1,512400,768600,Signed and Dated,101.6,101.6,2003,Acrylic / Canvas,19,2019/4/1,0
KAWS,KIMPSONS SERIES (FIVE WORKS),560440,1,128100,256200,Signed and Dated,NA,NA,2005,Acrylic / Canvas,20,2019/4/1,0
Stash,I. FLORAL; II. HOT RASPBERRY; III. JUNGLE GREEN (THREE WORKS),9610,1,2562,3843,Signed and Dated,NA,NA,2002,"Digital print, / Canvas",21,2019/4/1,0
KAWS,UNTITLED (KIMPSONS #3),2635660,1,512400,768600,Signed and Dated,101.6,101.6,2003,Acrylic / Canvas,23,2019/4/1,0
KAWS,UNTITLED (ASTRO BOY),256200,1,76860,102480,Signed and Dated,47,32,2003,Hand painted FRP,24,2019/4/1,0
KAWS,KIMPSONS SERIES (FIVE WORKS),320250,1,128100,256200,Signed and Dated,NA,NA,2005,Acrylic / Canvas,25,2019/4/1,0
Futura 2000,UNTITLED (POINTMAN),48040,1,10250,15370,Signed,217,96,NA,Markerink and spray paint / Board,26,2019/4/1,0
KAWS,KIMPSONS SERIES (FIVE WORKS),448350,1,128100,256200,Signed and Dated,NA,NA,2005,Acrylic / Canvas,28,2019/4/1,0
Stash,I. STOPS RUST; II. VARATHANE; III. NEW RUSTO; IV. GREEN TOP (FOUR WORKS),13610,1,2562,3843,Signed and Dated,NA,NA,2002,"Digital print on canvas, framed in artist's original frame",29,2019/4/1,0
KAWS,KIMPSONS SERIES,944740,1,384300,640500,Signed and Dated,101.6,101.6,2003,Acrylic / Canvas,30,2019/4/1,0
BAPE & KAWS,BAPESTA FS-029 KAWS CHOMPERS (I. WHITE / BLUE; II. WHITE / GREEN),16010,1,128,192,NA,NA,NA,2006,Rubber and leather,31,2019/4/1,0
KAWS,KIMPSONS SERIES,272210,1,38430,64050,Signed and Dated,20.3,20.3,2005,Acrylic / Canvas,33,2019/4/1,0
Tomoo Gokita,VANITY 3,560440,1,256200,512400,Signed and Dated,194,259,2015,Acrylic and gouache / Linen,1132,2019/4/1,0
Xingwei Wang,TESTIMONY OF THE HARE,698790,1,384300,640500,NA,125.5,200,1995,Oil / Canvas,1133,2019/4/1,0
Duan Jianyu,SISTER NO.14 (DIPTYCH),512400,1,176780,240830,Signed and Dated,182.2,434,2008,Oil / Canvas,1134,2019/4/1,0
Adrian Ghenie,THE BLUE RAIN,1282920,1,704550,896700,Signed and Dated,240,190,2009,Oil / Canvas,1135,2019/4/1,0
Aili Jia,WHITE CHAIR,NA,0,512400,768600,Signed and Dated,110,333.5,2007,Oil / Canvas,1136,2019/4/1,0
Yuan Yuan,BLUES,160130,1,128100,192150,Signed and Dated,250,185,2010,Oil / Canvas,1137,2019/4/1,0
Yayoi Kusama,PUMPKIN (TWPOT),6976330,1,1537200,2818200,Signed and Dated,130,162.5,2010,Acrylic / Canvas,1138,2019/4/1,0
Mark Grotjahn,UNTITLED (YELLOW WHITE BUTTERFLY),3404260,1,3074400,3843000,NA,170.2,127,2005,Oil / Linen,1139,2019/4/1,0
Lucio Fontana,"CONCETTO SPAZIALE, ATTESE",1098460,1,896700,1281000,Signed on Reverse,38,45,1965,Waterpaint / Canvas,1141,2019/4/1,0
Takeo Yamaguchi,ONE EYE (YELLOW),384300,1,230580,358680,Signed and Dated,91,91,1959,Oil / Board,1142,2019/4/1,0
Yayoi Kusama,INTERMINABLE NET #4,7997670,1,6405000,8967000,Signed and Dated,143.5,108.6,1959,Oil / Canvas,1144,2019/4/1,0
Nam June Paik,FAMILY OF ROBOT: HIGH-TECH BABY,256200,1,192150,256200,Signed and Dated,220,103,1987,"Single-channel video, thirteen portable TV monitors, vintage wooden TV cabinet with painted plexiglas, videotape",1145,2019/4/1,0
Bernar Venet,THE STEEL BAR AND THE PICTORIAL MEMORY OF THE GESTURE,152120,1,64050,128100,Signed on Reverse,NA,NA,2019,Acrylic on canvas with steel bar,1146,2019/4/1,0
Liu Ye,"BOOGIE WOOGIE, LITTLE GIRL IN NEW YORK",2943100,1,1537200,2305800,Signed and Dated,210,210,2006,Acrylic and oil / Canvas,1148,2019/4/1,0
Fanzhi Zeng,UNTITLED (MASK SERIES),1405900,1,1152900,1921500,Signed and Dated,218.8,144,2001,Oil / Canvas,1149,2019/4/1,0
George Condo,THE YOUNG SAILOR,1559620,1,512400,704550,Signed and Dated,102,81.5,2012,Oil / Linen,1150,2019/4/1,0
Minjun Yue,UNTITLED,480380,1,384300,640500,Signed and Dated,220,196,2003,Oil / Canvas,1151,2019/4/1,0
Tom Wesselmann,GREAT AMERICAN NUDE #79,2066890,1,2049600,3074400,Signed and Dated,167,180,1965,Liquitex / Canvas,1152,2019/4/1,0
Yoshitomo Nara,ADIEU FILLE D'AUTOMNE,3404260,1,1921500,2562000,Signed and Dated,227.5,182,2014,Acrylic / Canvas,1153,2019/4/1,0
Liu Ye,COMPOSITION WITH BAMBOO AND TREE,2512680,1,1152900,1921500,Signed and Dated,300,220,2007,Acrylic / Canvas,1154,2019/4/1,0
Elaine Frances (Horan) Sturtevant,WARHOL LICORICE MARILYN,320250,1,256200,384300,Signed and Dated,40.7,32,2004,Acrylic and silkscreen ink / Canvas,1155,2019/4/1,0
George Condo,UNTITLED,NA,0,2562000,3843000,Signed and Dated,198.1,117.8,2013,"Acrylic, charcoal and pastel / Linen",1157,2019/4/1,0
Fang Lijun,LAO LI IS SWIMMING,637300,1,512400,768600,Signed and Dated,163,130,1998-2003,Oil / Canvas,1158,2019/4/1,0
Xiaogang Zhang,"BLOODLINES, THE BIG FAMILY",1329040,1,1088850,1601250,Signed and Dated,149,189.2,1999,Oil / Canvas,1159,2019/4/1,0
Saburo Murakami,WORK,400310,1,256200,384300,NA,183,139.3,c. 1960,Synthetic resin paint on cotton laid on canvas,1160,2019/4/1,0
Julie Mehretu,BLACK GROUND (DEEP LIGHT),5663170,1,1793400,2562000,NA,182.9,243.8,2006,Acrylic and ink / Canvas on board,1161,2019/4/1,0
Fanzhi Zeng,UNTITLED,1252180,1,512400,768600,Signed and Dated,200,200,2006,Oil / Canvas,1162,2019/4/1,0
Yayoi Kusama,INFINITY-NETS (MTTI),668040,1,384300,640500,Signed and Dated,130.3,130.3,2010,Acrylic / Canvas,1163,2019/4/1,0
Damien Hirst,HYDRASTININE,944740,1,512400,640500,Signed and Dated,254,294.6,2007,Household gloss / Canvas,1165,2019/4/1,0
Takashi Murakami,THINKING MATTER (RED),NA,0,461160,922320,Signed and Dated,150,150,2016,Acrylic and platinum leaf / Canvas on board,1166,2019/4/1,0
Atsuko Tanaka,93G,NA,0,576450,832650,Signed and Titled,192,192,1993,Vinyl paint / Canvas,1168,2019/4/1,0
Xiaofei Qiu,ZERO GRAVITY NO.1,288230,1,76860,115290,Signed on Reverse,200,300,2015,Acrylic / Canvas,1169,2019/4/1,0
Yin Wang,BIRTHDAY II,288230,1,230580,358680,Signed and Dated,230,180,2010,Oil / Canvas,1170,2019/4/1,0
Fei Chen,SEE FOR YOURSELF,208160,1,64050,102480,Signed and Dated,240,240,2012,Acrylic / Canvas,1171,2019/4/1,0
Yuxing Huang,TREASURE,208160,1,76860,115290,Signed and Dated,170,275,2015,Acrylic / Canvas,1172,2019/4/1,0
Jie Pu,THE BOUNDLESS VISTA IS AT THE PERILOUS PEAK,2562,1,3843,6410,Signed and Dated,108.5,95,1997,Oil / Canvas,9021,2019/4/11,0
Jianghong Chen,UNTITLED (RECLINING FIGURE),1601,1,5120,7690,Signed,130,96.5,NA,Oil / Canvas,9022,2019/4/11,0
Wei Guo,MOSQUITOES AND MOTHS SERIES,3522,1,6410,8970,Signed and Dated,198.3,180,1999,Oil / Canvas,9023,2019/4/11,0
Han Feng,SUBWAY SEAT,1281,1,1281,2562,Signed and Dated,82,207,2014,Oil / Canvas,9029,2019/4/11,0
Toshimitsu Imai,WAVES (TRIPTYCH),12010,1,10250,15370,Signed and Dated,300,200,1992,Acrylic / Canvas,9031,2019/4/11,0
Zang Fazhi,THE BOUNDARIES OF NATURE'S,1361,1,2562,3843,NA,80,200,2013,Acrylic / Canvas,9033,2019/4/11,0
Fan Shen,12-C-001,NA,0,10250,19220,Signed on Reverse,138,118,2012,Oil / Canvas,9046,2019/4/11,0
Jie Pu,BRIGHT NO. 2,NA,0,5120,7690,Signed and Dated,145,120,2009,Oil / Canvas,9047,2019/4/11,0
Jiro Yoshihara,WORK,5120,1,1921,2562,NA,25,25,NA,Acrylic / Paper,9048,2019/4/11,0
Michio Yoshihara,TEBO 8917,5120,1,5120,7690,Signed,97,162,NA,Acrylic / Canvas,9068,2019/4/11,0
Bernard Buffet,TORERO,775650,1,384300,768600,Signed and Dated,130.1,97.3,1958,Oil / Canvas,1011,2019/10/5,0
Guanzhong Wu,A LAKESIDE RURAL TOWN,1559620,1,640500,1024800,Signed and Dated,46,60,1974,Oil / Board,1012,2019/10/5,0
Liang Guan,TREE AND BRIDGE,120090,1,64050,102480,NA,24.2,33,1957,Oil / Board,1016,2019/10/5,0
Liang Guan,ARBOR DAY,320250,1,102480,192150,Signed on Reverse,35.7,60.2,1973,Oil / Canvas,1017,2019/10/5,0
Liang Guan,HANGZHOU LING YIN TEMPLE,240190,1,102480,204960,Signed,40.1,32.4,1950's,Oil / Canvas,1018,2019/10/5,0
Liang Guan,SUMMER PALACE,288230,1,153720,307440,Signed,50.1,72.6,1950,Oil / Canvas,1019,2019/10/5,0
Wou-Ki Zao,VILLE ENGLOUTIE,4019140,1,1921500,3202500,Signed and Dated,59.5,73,1954,Oil / Canvas,1020,2019/10/5,0
Wou-Ki Zao,21.04.59,13396190,1,9607500,12810000,Signed and Dated,130,162,1959,Oil / Canvas,1021,2019/10/5,0
Wou-Ki Zao,01.10.62,3096820,1,1537200,3586800,Signed and Dated,60,92,1962,Oil / Canvas,1022,2019/10/5,0
Wou-Ki Zao,CIEL DE PARIS,NA,0,1537200,2818200,Signed and Dated,44.2,53.5,1954,Oil / Masonite,1023,2019/10/5,0
Lalan,SANS TITRE,336260,1,153720,333060,Signed,114,146,1968-1970,Oil / Canvas,1024,2019/10/5,0
Leonard Tsuguharu Foujita,JEUNE FEMME AU PETIT CHIEN,2174500,1,1281000,2562000,Signed and Dated,73.3,100.5,1929,Oil / Canvas,1026,2019/10/5,0
Leonard Tsuguharu Foujita,PORTRAIT DE JEUNE FEMME AUX ROSES,606550,1,358680,614880,Signed and Dated,35.5,24.4,1959,Oil / Canvas,1027,2019/10/5,0
Chang Yu Sanyu,NU (ESTIMATE UPON REQUEST),25360470,1,NA,NA,Signed and Dated,122.5,135,1965,Oil / Masonite,1029,2019/10/5,0
Chang Yu Sanyu,NU ROSE SUR TISSUS CHINOIS,6392700,1,4483500,5764500,NA,45.2,81.2,1930s,Oil / Canvas,1030,2019/10/5,0
Guanzhong Wu,LONGEVITY AND HARVEST,3557980,1,896700,1281000,Signed and Dated,100,60.5,1959,Oil / Canvas,1032,2019/10/5,0
Guanzhong Wu,LOTUS POND,913990,1,576450,1152900,Signed and Dated,33.6,29.5,1974,Oil / Masonite,1033,2019/10/5,0
Chang Yu Sanyu,POT DE FLEURS ROUGES,5590220,1,3586800,5124000,Signed,92,60.3,1930-40s,Oil / Canvas,1034,2019/10/5,0
Pang Jiun,THE DREAM ABOUT BIN-HONG HUANG NO.3,821760,1,256200,512400,Signed and Dated,130,582,1994,Oil / Canvas,1037,2019/10/5,0
Xuan Ai,SUDDEN DEPARTURE,160130,1,64050,128100,Signed,53,65.5,1986,Oil / Canvas,1038,2019/10/5,0
Richard Lin,GWYNFRYN,637300,1,448350,704550,NA,127.5,127.3,1974,Oil / Canvas,1039,2019/10/5,0
Georges Mathieu,COMPOSITION,304240,1,192150,384300,Signed,68,193,c.  1950,Oil on plywood,1040,2019/10/5,0
Chin Hsiao,SAMADHI-23,144110,1,89670,192150,Signed and Dated,160,130.4,2000,Acrylic / Canvas,1041,2019/10/5,0
Sophie Chang,A. BLESSING; B. UNTITLED (2),480380,1,64050,128100,Signed and Dated,NA,NA,NA,Oil / Canvas,1042,2019/10/5,0
Teh-Chun Chu,NO. 248,1282920,1,742980,960750,Signed and Dated,120,60,1967,Oil / Canvas,1044,2019/10/5,0
